ticks,col0,col1,col2,col3,col4,col5
0.118055556,0.027154766,0.035442053,0.024836899,0.035037984,0.031069351,0.028260938
0.11875,0.025260014,0.024836899,0.035037984,0.031069351,0.028260938,0.027154766
0.119444444,0.030136645,0.035037984,0.031069351,0.028260938,0.027154766,0.025260014
0.120138889,0.025840124,0.031069351,0.028260938,0.027154766,0.025260014,0.030136645
0.120833333,0.021849615,0.028260938,0.027154766,0.025260014,0.030136645,0.025840124
0.121527778,0.026108302,0.027154766,0.025260014,0.030136645,0.025840124,0.021849615
0.122222222,0.027927388,0.025260014,0.030136645,0.025840124,0.021849615,0.026108302
0.122916667,0.028355908,0.030136645,0.025840124,0.021849615,0.026108302,0.027927388
0.123611111,0.023592776,0.025840124,0.021849615,0.026108302,0.027927388,0.028355908
0.124305556,0.016663883,0.021849615,0.026108302,0.027927388,0.028355908,0.023592776
0.125,0.021806377,0.026108302,0.027927388,0.028355908,0.023592776,0.016663883
0.125694444,0.031443308,0.027927388,0.028355908,0.023592776,0.016663883,0.021806377
0.126388889,0.034265362,0.028355908,0.023592776,0.016663883,0.021806377,0.031443308
0.127083333,0.02762395,0.023592776,0.016663883,0.021806377,0.031443308,0.034265362
0.127777778,0.028461429,0.016663883,0.021806377,0.031443308,0.034265362,0.02762395
0.128472222,0.034582698,0.021806377,0.031443308,0.034265362,0.02762395,0.028461429
0.129166667,0.02746644,0.031443308,0.034265362,0.02762395,0.028461429,0.034582698
0.129861111,0.027265949,0.034265362,0.02762395,0.028461429,0.034582698,0.02746644
0.130555556,0.02983578,0.02762395,0.028461429,0.034582698,0.02746644,0.027265949
0.13125,0.013150536,0.028461429,0.034582698,0.02746644,0.027265949,0.02983578
0.131944444,0.023256652,0.034582698,0.02746644,0.027265949,0.02983578,0.013150536
0.132638889,0.02693523,0.02746644,0.027265949,0.02983578,0.013150536,0.023256652
0.133333333,0.023896472,0.027265949,0.02983578,0.013150536,0.023256652,0.02693523
0.134027778,0.021920134,0.02983578,0.013150536,0.023256652,0.02693523,0.023896472
0.134722222,0.030988022,0.013150536,0.023256652,0.02693523,0.023896472,0.021920134
0.135416667,0.026897396,0.023256652,0.02693523,0.023896472,0.021920134,0.030988022
0.136111111,0.026428212,0.02693523,0.023896472,0.021920134,0.030988022,0.026897396
0.136805556,0.019922177,0.023896472,0.021920134,0.030988022,0.026897396,0.026428212
0.1375,0.010301459,0.021920134,0.030988022,0.026897396,0.026428212,0.019922177
0.138194444,0.013838999,0.030988022,0.026897396,0.026428212,0.019922177,0.010301459
0.138888889,0.016484754,0.026897396,0.026428212,0.019922177,0.010301459,0.013838999
0.139583333,0.013456805,0.026428212,0.019922177,0.010301459,0.013838999,0.016484754
0.140277778,0.017159833,0.019922177,0.010301459,0.013838999,0.016484754,0.013456805
0.140972222,0.017029604,0.010301459,0.013838999,0.016484754,0.013456805,0.017159833
0.141666667,0.018330863,0.013838999,0.016484754,0.013456805,0.017159833,0.017029604
0.142361111,0.010903188,0.016484754,0.013456805,0.017159833,0.017029604,0.018330863
0.143055556,0.011133534,0.013456805,0.017159833,0.017029604,0.018330863,0.010903188
0.14375,0.009442103,0.017159833,0.017029604,0.018330863,0.010903188,0.011133534
0.144444444,0.02064873,0.017029604,0.018330863,0.010903188,0.011133534,0.009442103
0.145138889,0.024560484,0.018330863,0.010903188,0.011133534,0.009442103,0.02064873
0.145833333,0.018363549,0.010903188,0.011133534,0.009442103,0.02064873,0.024560484
0.146527778,0.016544463,0.011133534,0.009442103,0.02064873,0.024560484,0.018363549
0.147222222,0.01464688,0.009442103,0.02064873,0.024560484,0.018363549,0.016544463
0.147916667,0.020879333,0.02064873,0.024560484,0.018363549,0.016544463,0.01464688
0.148611111,0.010580705,0.024560484,0.018363549,0.016544463,0.01464688,0.020879333
0.149305556,0.019708046,0.018363549,0.016544463,0.01464688,0.020879333,0.010580705
0.15,0.013755096,0.016544463,0.01464688,0.020879333,0.010580705,0.019708046
0.150694444,0.00932011,0.01464688,0.020879333,0.010580705,0.019708046,0.013755096
0.151388889,0.016628623,0.020879333,0.010580705,0.019708046,0.013755096,0.00932011
0.152083333,0,0.010580705,0.019708046,0.013755096,0.00932011,0.016628623
0.152777778,0.006977793,0.019708046,0.013755096,0.00932011,0.016628623,0
0.153472222,0.014923295,0.013755096,0.00932011,0.016628623,0,0.006977793
0.154166667,0.017704684,0.00932011,0.016628623,0,0.006977793,0.014923295
0.154861111,0.012087859,0.016628623,0,0.006977793,0.014923295,0.017704684
0.155555556,0.016780214,0,0.006977793,0.014923295,0.017704684,0.012087859
0.15625,0.009254996,0.006977793,0.014923295,0.017704684,0.012087859,0.016780214
0.156944444,0.007874982,0.014923295,0.017704684,0.012087859,0.016780214,0.009254996
0.157638889,0.022486603,0.017704684,0.012087859,0.016780214,0.009254996,0.007874982
0.158333333,0.012529762,0.012087859,0.016780214,0.009254996,0.007874982,0.022486603
0.159027778,0.018802621,0.016780214,0.009254996,0.007874982,0.022486603,0.012529762
0.159722222,0.021486467,0.009254996,0.007874982,0.022486603,0.012529762,0.018802621
0.160416667,0.015362624,0.007874982,0.022486603,0.012529762,0.018802621,0.021486467
0.161111111,0.015389648,0.022486603,0.012529762,0.018802621,0.021486467,0.015362624
0.161805556,0.014627835,0.012529762,0.018802621,0.021486467,0.015362624,0.015389648
0.1625,0.015761032,0.018802621,0.021486467,0.015362624,0.015389648,0.014627835
0.163194444,0.00474666,0.021486467,0.015362624,0.015389648,0.014627835,0.015761032
0.163888889,0.010152185,0.015362624,0.015389648,0.014627835,0.015761032,0.00474666
0.164583333,0.011841042,0.015389648,0.014627835,0.015761032,0.00474666,0.010152185
0.165277778,0.005310556,0.014627835,0.015761032,0.00474666,0.010152185,0.011841042
0.165972222,0.002819222,0.015761032,0.00474666,0.010152185,0.011841042,0.005310556
0.166666667,0.004790155,0.00474666,0.010152185,0.011841042,0.005310556,0.002819222
0.167361111,0.017000007,0.010152185,0.011841042,0.005310556,0.002819222,0.004790155
0.168055556,0.006731234,0.011841042,0.005310556,0.002819222,0.004790155,0.017000007
0.16875,0.008035066,0.005310556,0.002819222,0.004790155,0.017000007,0.006731234
0.169444444,0.015075143,0.002819222,0.004790155,0.017000007,0.006731234,0.008035066
0.170138889,0.009124767,0.004790155,0.017000007,0.006731234,0.008035066,0.015075143
0.170833333,0.017149024,0.017000007,0.006731234,0.008035066,0.015075143,0.009124767
0.171527778,0.019876108,0.006731234,0.008035066,0.015075143,0.009124767,0.017149024
0.172222222,0.010255133,0.008035066,0.015075143,0.009124767,0.017149024,0.019876108
0.172916667,0.016446921,0.015075143,0.009124767,0.017149024,0.019876108,0.010255133
0.173611111,0.01611337,0.009124767,0.017149024,0.019876108,0.010255133,0.016446921
0.174305556,0.012456411,0.017149024,0.019876108,0.010255133,0.016446921,0.01611337
0.175,0.012532335,0.019876108,0.010255133,0.016446921,0.01611337,0.012456411
0.175694444,0.012131354,0.010255133,0.016446921,0.01611337,0.012456411,0.012532335
0.176388889,0.016411661,0.016446921,0.01611337,0.012456411,0.012532335,0.012131354
0.177083333,0.021768286,0.01611337,0.012456411,0.012532335,0.012131354,0.016411661
0.177777778,0.017138214,0.012456411,0.012532335,0.012131354,0.016411661,0.021768286
0.178472222,0.017829508,0.012532335,0.012131354,0.016411661,0.021768286,0.017138214
0.179166667,0.015075143,0.012131354,0.016411661,0.021768286,0.017138214,0.017829508
0.179861111,0.020404744,0.016411661,0.021768286,0.017138214,0.017829508,0.015075143
0.180555556,0.022242875,0.021768286,0.017138214,0.017829508,0.015075143,0.020404744
0.18125,0.026520351,0.017138214,0.017829508,0.015075143,0.020404744,0.022242875
0.181944444,0.029865635,0.017829508,0.015075143,0.020404744,0.022242875,0.026520351
0.182638889,0.029521533,0.015075143,0.020404744,0.022242875,0.026520351,0.029865635
0.183333333,0.031120825,0.020404744,0.022242875,0.026520351,0.029865635,0.029521533
0.184027778,0.018081472,0.022242875,0.026520351,0.029865635,0.029521533,0.031120825
0.184722222,0.023500638,0.026520351,0.029865635,0.029521533,0.031120825,0.018081472
0.185416667,0.021960798,0.029865635,0.029521533,0.031120825,0.018081472,0.023500638
0.186111111,0.026490753,0.029521533,0.031120825,0.018081472,0.023500638,0.021960798
0.186805556,0.021001068,0.031120825,0.018081472,0.023500638,0.021960798,0.026490753
0.1875,0.032500581,0.018081472,0.023500638,0.021960798,0.026490753,0.021001068
0.188194444,0.026466303,0.023500638,0.021960798,0.026490753,0.021001068,0.032500581
0.188888889,0.03325982,0.021960798,0.026490753,0.021001068,0.032500581,0.026466303
0.189583333,0.035889361,0.026490753,0.021001068,0.032500581,0.026466303,0.03325982
0.190277778,0.042495771,0.021001068,0.032500581,0.026466303,0.03325982,0.035889361
0.190972222,0.042921202,0.032500581,0.026466303,0.03325982,0.035889361,0.042495771
0.191666667,0.050140408,0.026466303,0.03325982,0.035889361,0.042495771,0.042921202
0.192361111,0.036718862,0.03325982,0.035889361,0.042495771,0.042921202,0.050140408
0.193055556,0.042986316,0.035889361,0.042495771,0.042921202,0.050140408,0.036718862
0.19375,0.032600955,0.042495771,0.042921202,0.050140408,0.036718862,0.042986316
0.194444444,0.036705221,0.042921202,0.050140408,0.036718862,0.042986316,0.032600955
0.195138889,0.053886674,0.050140408,0.036718862,0.042986316,0.032600955,0.036705221
0.195833333,0.044162751,0.036718862,0.042986316,0.032600955,0.036705221,0.053886674
0.196527778,0.033983542,0.042986316,0.032600955,0.036705221,0.053886674,0.044162751
0.197222222,0.037168743,0.032600955,0.036705221,0.053886674,0.044162751,0.033983542
0.197916667,0.046844023,0.036705221,0.053886674,0.044162751,0.033983542,0.037168743
0.198611111,0.049234983,0.053886674,0.044162751,0.033983542,0.037168743,0.046844023
0.199305556,0.04339296,0.044162751,0.033983542,0.037168743,0.046844023,0.049234983
0.2,0.053209021,0.033983542,0.037168743,0.046844023,0.049234983,0.04339296
0.200694444,0.054409905,0.037168743,0.046844023,0.049234983,0.04339296,0.053209021
0.201388889,0.060425395,0.046844023,0.049234983,0.04339296,0.053209021,0.054409905
0.202083333,0.056613758,0.049234983,0.04339296,0.053209021,0.054409905,0.060425395
0.202777778,0.060287188,0.04339296,0.053209021,0.054409905,0.060425395,0.056613758
0.203472222,0.058519576,0.053209021,0.054409905,0.060425395,0.056613758,0.060287188
0.204166667,0.062444971,0.054409905,0.060425395,0.056613758,0.060287188,0.058519576
0.204861111,0.061241256,0.060425395,0.056613758,0.060287188,0.058519576,0.062444971
0.205555556,0.070385068,0.056613758,0.060287188,0.058519576,0.062444971,0.061241256
0.20625,0.06823269,0.060287188,0.058519576,0.062444971,0.061241256,0.070385068
0.206944444,0.068669188,0.058519576,0.062444971,0.061241256,0.070385068,0.06823269
0.207638889,0.070211601,0.062444971,0.061241256,0.070385068,0.06823269,0.068669188
0.208333333,0.078504036,0.061241256,0.070385068,0.06823269,0.068669188,0.070211601
0.209027778,0.086693781,0.070385068,0.06823269,0.068669188,0.070211601,0.078504036
0.209722222,0.094126861,0.06823269,0.068669188,0.070211601,0.078504036,0.086693781
0.210416667,0.101611672,0.068669188,0.070211601,0.078504036,0.086693781,0.094126861
0.211111111,0.099198835,0.070211601,0.078504036,0.086693781,0.094126861,0.101611672
0.211805556,0.097434055,0.078504036,0.086693781,0.094126861,0.101611672,0.099198835
0.2125,0.108502732,0.086693781,0.094126861,0.101611672,0.099198835,0.097434055
0.213194444,0.099613715,0.094126861,0.101611672,0.099198835,0.097434055,0.108502732
0.213888889,0.110676729,0.101611672,0.099198835,0.097434055,0.108502732,0.099613715
0.214583333,0.121048707,0.099198835,0.097434055,0.108502732,0.099613715,0.110676729
0.215277778,0.105306464,0.097434055,0.108502732,0.099613715,0.110676729,0.121048707
0.215972222,0.108871284,0.108502732,0.099613715,0.110676729,0.121048707,0.105306464
0.216666667,0.119769068,0.099613715,0.110676729,0.121048707,0.105306464,0.108871284
0.217361111,0.125320779,0.110676729,0.121048707,0.105306464,0.108871284,0.119769068
0.218055556,0.127492202,0.121048707,0.105306464,0.108871284,0.119769068,0.125320779
0.21875,0.128953545,0.105306464,0.108871284,0.119769068,0.125320779,0.127492202
0.219444444,0.134554155,0.108871284,0.119769068,0.125320779,0.127492202,0.128953545
0.220138889,0.134424184,0.119769068,0.125320779,0.127492202,0.128953545,0.134554155
0.220833333,0.136305295,0.125320779,0.127492202,0.128953545,0.134554155,0.134424184
0.221527778,0.136405669,0.127492202,0.128953545,0.134554155,0.134424184,0.136305295
0.222222222,0.135947552,0.128953545,0.134554155,0.134424184,0.136305295,0.136405669
0.222916667,0.136286507,0.134554155,0.134424184,0.136305295,0.136405669,0.135947552
0.223611111,0.14687236,0.134424184,0.136305295,0.136405669,0.135947552,0.136286507
0.224305556,0.158038579,0.136305295,0.136405669,0.135947552,0.136286507,0.14687236
0.225,0.158591408,0.136405669,0.135947552,0.136286507,0.14687236,0.158038579
0.225694444,0.156479694,0.135947552,0.136286507,0.14687236,0.158038579,0.158591408
0.226388889,0.176315137,0.136286507,0.14687236,0.158038579,0.158591408,0.156479694
0.227083333,0.16115043,0.14687236,0.158038579,0.158591408,0.156479694,0.176315137
0.227777778,0.168079581,0.158038579,0.158591408,0.156479694,0.176315137,0.16115043
0.228472222,0.170156035,0.158591408,0.156479694,0.176315137,0.16115043,0.168079581
0.229166667,0.17675704,0.156479694,0.176315137,0.16115043,0.168079581,0.170156035
0.229861111,0.170608748,0.176315137,0.16115043,0.168079581,0.170156035,0.17675704
