datetime,val0,temp,demand
9/30/13 08:21,6611.833,35,6588.134
9/30/13 08:22,6586.627,33,6611.833
9/30/13 08:23,6588.871,34,6586.627
9/30/13 08:24,6587.28,34,6588.871
9/30/13 08:25,6589.355,34,6587.28
9/30/13 08:26,6587.501,30,6589.355
9/30/13 08:27,6610.105,33,6587.501
9/30/13 08:28,6688.071,30,6610.105
9/30/13 08:29,6574.63,35,6688.071
9/30/13 08:30,6633.815,32,6574.63
9/30/13 08:31,6674.398,31,6633.815
9/30/13 08:32,6579.001,30,6674.398
9/30/13 08:33,6613.95,35,6579.001
9/30/13 08:34,6623.135,35,6613.95
9/30/13 08:35,6608.578,35,6623.135
9/30/13 08:36,6594.032,35,6608.578
9/30/13 08:37,6641.051,34,6594.032
9/30/13 08:38,6635.3,30,6641.051
9/30/13 08:39,6702.659,34,6635.3
9/30/13 08:40,6607.398,31,6702.659
9/30/13 08:41,6639.619,34,6607.398
9/30/13 08:42,6647.065,32,6639.619
9/30/13 08:43,6597.002,35,6647.065
9/30/13 08:44,6599.383,33,6597.002
9/30/13 08:45,6565.75,35,6599.383
9/30/13 08:46,6578.833,32,6565.75
9/30/13 08:47,6552.785,33,6578.833
9/30/13 08:48,6650.521,31,6552.785
9/30/13 08:49,6609.947,33,6650.521
9/30/13 08:50,6632.309,30,6609.947
9/30/13 08:51,6580.381,33,6632.309
9/30/13 08:52,6515.213,31,6580.381
9/30/13 08:53,6597.982,32,6515.213
9/30/13 08:54,6480.992,30,6597.982
9/30/13 08:55,6410.916,32,6480.992
9/30/13 08:56,6384.172,30,6410.916
9/30/13 08:57,6417.983,30,6384.172
9/30/13 08:58,6461.664,35,6417.983
9/30/13 08:59,6369.057,34,6461.664
9/30/13 09:00,6423.45,34,6369.057
9/30/13 09:01,6447.476,30,6423.45
9/30/13 09:02,6372.87,34,6447.476
9/30/13 09:03,6477.084,32,6372.87
9/30/13 09:04,6390.271,35,6477.084
9/30/13 09:05,6390.366,33,6390.271
9/30/13 09:06,6415.329,35,6390.366
9/30/13 09:07,6439.818,35,6415.329
9/30/13 09:08,6384.457,33,6439.818
9/30/13 09:09,6346.264,33,6384.457
9/30/13 09:10,6369.889,33,6346.264
9/30/13 09:11,6379.127,30,6369.889
9/30/13 09:12,6306.165,33,6379.127
9/30/13 09:13,6343.958,32,6306.165
9/30/13 09:14,6353.753,33,6343.958
9/30/13 09:15,6122.754,30,6353.753
9/30/13 09:16,6051.182,35,6122.754
9/30/13 09:17,6087.605,35,6051.182
9/30/13 09:18,6062.768,35,6087.605
9/30/13 09:19,6021.226,34,6062.768
9/30/13 09:20,5982.18,30,6021.226
9/30/13 09:21,6001.424,31,5982.18
9/30/13 09:22,5989.954,31,6001.424
9/30/13 09:23,5963.474,31,5989.954
9/30/13 09:24,5969.583,32,5963.474
9/30/13 09:25,5942.154,34,5969.583
9/30/13 09:26,5909.745,33,5942.154
9/30/13 09:27,5960.545,33,5909.745
9/30/13 09:28,6026.46,32,5960.545
9/30/13 09:29,6135.003,34,6026.46
9/30/13 09:30,6128.389,33,6135.003
9/30/13 09:31,5997.084,32,6128.389
9/30/13 09:32,6047.769,33,5997.084
9/30/13 09:33,6090.133,30,6047.769
9/30/13 09:34,6089.322,33,6090.133
9/30/13 09:35,6124.133,30,6089.322
9/30/13 09:36,6128.452,35,6124.133
9/30/13 09:37,6231.275,33,6128.452
9/30/13 09:38,6246.021,35,6231.275
9/30/13 09:39,6261.863,33,6246.021
9/30/13 09:40,6271.796,35,6261.863
9/30/13 09:41,6260.546,33,6271.796
9/30/13 09:42,6296.338,34,6260.546
9/30/13 09:43,6225.387,30,6296.338
9/30/13 09:44,6243.683,33,6225.387
9/30/13 09:45,6176.303,33,6243.683
9/30/13 09:46,6149.023,31,6176.303
9/30/13 09:47,6148.148,31,6149.023
9/30/13 09:48,6162.042,32,6148.148
9/30/13 09:49,6202.383,30,6162.042
9/30/13 09:50,6157.744,31,6202.383
9/30/13 09:51,6174.102,34,6157.744
9/30/13 09:52,6156.08,32,6174.102
9/30/13 09:53,6143.43,30,6156.08
9/30/13 09:54,6131.833,30,6143.43
9/30/13 09:55,6121.542,31,6131.833
9/30/13 09:56,6164.075,34,6121.542
9/30/13 09:57,6217.729,30,6164.075
9/30/13 09:58,6140.481,35,6217.729
9/30/13 09:59,6174.113,32,6140.481
9/30/13 10:00,6167.845,32,6174.113
9/30/13 10:01,6157.439,32,6167.845
9/30/13 10:02,6127.398,35,6157.439
9/30/13 10:03,6135.952,31,6127.398
9/30/13 10:04,6206.449,31,6135.952
9/30/13 10:05,6123.828,35,6206.449
9/30/13 10:06,6125.029,30,6123.828
9/30/13 10:07,6068.909,31,6125.029
9/30/13 10:08,5964.59,35,6068.909
9/30/13 10:09,5978.304,30,5964.59
9/30/13 10:10,6022.416,31,5978.304
9/30/13 10:11,6012.958,30,6022.416
9/30/13 10:12,6028.23,30,6012.958
9/30/13 10:13,6119.004,30,6028.23
9/30/13 10:14,6089.417,33,6119.004
9/30/13 10:15,6092.187,35,6089.417
9/30/13 10:16,6089.132,35,6092.187
9/30/13 10:17,6139.122,35,6089.132
9/30/13 10:18,6106.944,32,6139.122
9/30/13 10:19,6075.776,35,6106.944
9/30/13 10:20,6050.992,31,6075.776
9/30/13 10:21,6096.294,32,6050.992
9/30/13 10:22,6093.746,34,6096.294
9/30/13 10:23,6110.229,33,6093.746
9/30/13 10:24,6140.786,31,6110.229
9/30/13 10:25,6124.418,31,6140.786
9/30/13 10:26,6140.807,32,6124.418
9/30/13 10:27,6174.555,34,6140.807
9/30/13 10:28,6170.278,35,6174.555
9/30/13 10:29,6122.732,31,6170.278
9/30/13 10:30,6077.04,30,6122.732
9/30/13 10:31,6138.964,34,6077.04
9/30/13 10:32,6088.163,35,6138.964
